Date,Category,Product,Customer,Region,Sales_Rep,Quantity,Unit_Price,Total_Amount,Returned
2023-04-03,Clothing,Sweater,David Smith,South,Kiara Mcintyre,1,90.84,90.84,0
2023-02-03,Accessories,Sunglasses,Crystal Johnson,East,Tanner Mitchell DDS,3,32.01,96.03,0
2023-01-27,Footwear,Boots,Jeffrey Chandler,West,Carlos Ryan,2,137.45,274.9,0
2024-03-11,Clothing,T-shirt,Tracy House,West,Dawn Summers,4,144.44,577.76,0
2023-04-09,Footwear,Sneakers,Jamie Smith,East,Kiara Mcintyre,2,134.83,269.66,0
2023-01-27,Clothing,Dress,Karen Graham,North,Dawn Summers,4,14.14,56.56,0
2023-09-27,Clothing,Dress,Shannon James,North,Tanner Mitchell DDS,4,124.42,497.68,0
2023-11-08,Clothing,Dress,Megan Young,North,Megan Le,1,135.67,135.67,0
2023-10-15,Accessories,Sunglasses,Anthony Humphrey,North,Megan Le,2,168.64,337.28,0
2023-09-25,Accessories,Belt,Michael Wang,South,Megan Le,4,171.15,684.6,0
2023-11-02,Accessories,Belt,Stephanie Byrd,North,Edward Burgess,2,55.5,111.0,0
2023-03-09,Clothing,Jeans,Elizabeth Fowler,West,Kevin Oconnor,2,195.69,391.38,0
2023-06-29,Clothing,Dress,Lindsay Martinez,North,Carlos Ryan,2,82.27,164.54,0
2023-04-12,Clothing,Jeans,Gina Moore,North,Kiara Mcintyre,3,146.55,439.65,0
2024-02-11,Footwear,Sneakers,Amber Wright,West,Heather Fields,3,44.43,133.29,0
2023-06-22,Clothing,Jeans,Christopher Rubio,South,Heather Fields,2,109.97,219.94,0
2023-01-13,Clothing,Dress,Timothy Romero,West,Kiara Mcintyre,1,40.57,40.57,1
2023-09-10,Accessories,Belt,Yvonne Burns,East,Carlos Ryan,4,15.91,63.64,0
2023-06-24,Accessories,Belt,Angie Henderson,East,Dawn Summers,2,117.65,235.3,0
2023-10-22,Clothing,Jacket,Darlene Miller,East,Tanner Mitchell DDS,2,146.75,293.5,0
2023-11-13,Footwear,Boots,Jason Powell,West,Edward Burgess,4,122.1,488.4,0
2023-11-15,Footwear,Loafers,Amber Kidd,South,Carlos Ryan,4,16.25,65.0,0
2023-09-14,Footwear,Sandals,Mark Perez,North,Kiara Mcintyre,3,119.8,359.4,1
2023-05-28,Accessories,Bag,Margaret Hawkins DDS,South,Maria Parker,4,152.05,608.2,0
2023-11-30,Accessories,Belt,John Anderson,East,Tanner Mitchell DDS,2,22.61,45.22,0
2023-07-25,Clothing,T-shirt,Kimberly Gutierrez,East,Edward Burgess,2,71.1,142.2,0
2023-12-06,Clothing,Jacket,Christine Wright,East,Dawn Summers,4,77.02,308.08,0
2023-02-24,Footwear,Loafers,Lori Guerrero,North,Maria Parker,3,150.47,451.41,1
2023-08-15,Accessories,Sunglasses,Lisa Allen,East,Kiara Mcintyre,4,22.5,90.0,1
2023-09-30,Footwear,Loafers,David Alvarez,North,Dawn Summers,2,181.85,363.7,0
2024-01-20,Clothing,T-shirt,Elizabeth Perkins,West,Edward Burgess,1,136.87,136.87,0
2023-11-25,Clothing,Dress,Kathy Rivas,West,Heather Fields,1,110.54,110.54,1
2023-11-16,Clothing,Sweater,Jessica Stephens,East,Kiara Mcintyre,3,191.67,575.01,0
2023-04-21,Footwear,Loafers,Justin Baker,South,Heather Fields,3,67.11,201.33,0
2023-05-23,Accessories,Bag,Timothy Duncan,East,Edward Burgess,3,100.2,300.6,0
2023-07-02,Accessories,Bag,Mary Marshall,West,Sara Fuller,3,73.46,220.38,0
2023-10-07,Clothing,Jacket,Benjamin Smith,East,Tanner Mitchell DDS,1,17.35,17.35,0
2023-01-21,Footwear,Boots,Nathan Freeman,North,Kevin Oconnor,4,76.98,307.92,0
2024-02-15,Accessories,Sunglasses,Karen Graham,South,Edward Burgess,4,96.62,386.48,0
2023-08-10,Accessories,Bag,Judy Baker,South,Sara Fuller,4,148.8,595.2,0
2023-08-29,Clothing,Jacket,Cynthia Moore,South,Heather Fields,4,11.17,44.68,0
2023-07-06,Footwear,Loafers,John Whitehead,South,Heather Fields,2,181.4,362.8,0
2024-03-12,Clothing,T-shirt,Michele Williams,East,Kiara Mcintyre,4,57.68,230.72,0
2023-08-23,Accessories,Belt,Brent Jordan,South,Kevin Oconnor,2,113.31,226.62,0
2023-03-14,Accessories,Belt,Denise Jacobs,West,Kevin Oconnor,4,152.66,610.64,0
2023-07-14,Clothing,T-shirt,William Barrett,North,Kiara Mcintyre,4,162.08,648.32,0
2024-03-24,Footwear,Loafers,Matthew Moore,West,Sara Fuller,2,143.96,287.92,0
2023-12-01,Accessories,Watch,Marc Moore,South,Tanner Mitchell DDS,3,87.92,263.76,0
2023-05-18,Clothing,Jeans,Cathy Robinson,South,Kevin Oconnor,3,83.38,250.14,0
2023-03-06,Accessories,Belt,Elizabeth Oliver DDS,East,Kiara Mcintyre,3,56.26,168.78,1
2023-11-12,Accessories,Sunglasses,Benjamin Smith,West,Tanner Mitchell DDS,1,142.48,142.48,0
2024-02-15,Clothing,Dress,Ethan Adams,West,Tanner Mitchell DDS,2,162.27,324.54,0
2023-05-20,Footwear,Sneakers,Patricia Rodriguez,South,Sara Fuller,3,182.2,546.6,0
2024-03-22,Footwear,Sneakers,Justin Baker,North,Maria Parker,4,130.9,523.6,0
2024-01-09,Accessories,Sunglasses,Melissa Gates,South,Maria Parker,4,65.46,261.84,0
2023-07-18,Accessories,Sunglasses,Sherry Decker,South,Edward Burgess,1,80.54,80.54,0
2023-09-15,Accessories,Sunglasses,Theresa Clark,North,Megan Le,2,118.51,237.02,0
2023-07-03,Footwear,Loafers,Brenda Hall,East,Tanner Mitchell DDS,3,126.13,378.39,0
2023-05-11,Footwear,Loafers,Bailey Duran DDS,South,Heather Fields,4,53.27,213.08,0
2023-05-29,Accessories,Sunglasses,Jason Stein,East,Heather Fields,4,142.43,569.72,0
2023-03-29,Footwear,Sandals,Jeffrey Chandler,East,Heather Fields,2,91.12,182.24,0
2023-02-25,Accessories,Sunglasses,Lisa Archer,South,Edward Burgess,2,183.89,367.78,0
2023-12-29,Footwear,Boots,Sherry Decker,South,Megan Le,2,42.77,85.54,0
2023-04-15,Accessories,Bag,John Young,South,Dawn Summers,3,168.17,504.51,0
2023-03-04,Footwear,Sneakers,Gina Moore,North,Carlos Ryan,3,92.33,276.99,1
2023-04-19,Clothing,T-shirt,Kathy Rivas,East,Maria Parker,3,45.73,137.19,0
2024-02-04,Footwear,Loafers,Christopher Parker,North,Carlos Ryan,1,163.8,163.8,0
2023-07-06,Accessories,Belt,Timothy Duncan,West,Carlos Ryan,3,154.73,464.19,0
2023-07-19,Clothing,Jacket,Jennifer Adkins,South,Edward Burgess,2,47.44,94.88,0
2023-10-23,Clothing,T-shirt,David Martinez,East,Maria Parker,3,68.0,204.0,0
2023-08-14,Accessories,Sunglasses,Olivia Harris,West,Carlos Ryan,3,68.14,204.42,0
2023-07-10,Footwear,Loafers,Spencer Haynes,East,Edward Burgess,2,10.16,20.32,0
2023-09-04,Footwear,Sneakers,Carolyn Miller,South,Kevin Oconnor,4,23.18,92.72,0
2023-01-05,Accessories,Belt,Whitney Peters,West,Dawn Summers,4,96.88,387.52,0
2023-06-09,Footwear,Sandals,John Whitehead,West,Heather Fields,1,86.91,86.91,0
2023-07-06,Clothing,Jacket,Margaret Coleman,West,Dawn Summers,4,28.61,114.44,0
2023-09-28,Clothing,Sweater,Elaine Brooks,West,Kiara Mcintyre,2,49.74,99.48,0
2023-03-15,Footwear,Sandals,Devon Flores,South,Maria Parker,1,82.48,82.48,0
2023-03-27,Clothing,Dress,Brittany Farmer,East,Kiara Mcintyre,3,81.7,245.1,0
2023-12-21,Clothing,Dress,Christopher Bass,West,Dawn Summers,1,150.7,150.7,0
2024-02-06,Accessories,Bag,Patrick Thornton,East,Edward Burgess,1,81.71,81.71,0
2023-01-18,Clothing,Dress,Donna Landry,East,Megan Le,3,25.26,75.78,0
2023-08-01,Footwear,Boots,Amber Obrien,South,Tanner Mitchell DDS,3,10.38,31.14,0
2023-03-25,Clothing,Jacket,Michelle Evans,South,Tanner Mitchell DDS,2,126.66,253.32,0
2023-02-15,Accessories,Bag,David Smith,South,Sara Fuller,4,55.7,222.8,0
2024-02-25,Clothing,T-shirt,Michael Lewis,East,Heather Fields,2,123.31,246.62,1
2023-12-09,Clothing,Dress,Tina Sanders,East,Maria Parker,3,24.69,74.07,1
2023-06-25,Accessories,Sunglasses,Jeffrey Johnson,South,Kevin Oconnor,3,109.85,329.55,0
2023-12-23,Footwear,Sandals,Steve Sanchez,West,Dawn Summers,4,164.03,656.12,0
2023-02-23,Footwear,Sneakers,David Douglas Jr.,West,Sara Fuller,1,154.63,154.63,0
2023-11-08,Footwear,Sandals,Michael Wang,South,Carlos Ryan,3,42.03,126.09,0
2023-06-12,Clothing,Dress,Jeremy Reed,South,Kiara Mcintyre,4,157.46,629.84,1
2023-11-29,Accessories,Sunglasses,Philip Cannon,East,Sara Fuller,1,58.04,58.04,0
2023-06-28,Footwear,Loafers,Jeremy Dalton,South,Sara Fuller,2,52.82,105.64,0
2024-02-18,Accessories,Belt,Matthew Moore,East,Edward Burgess,2,58.36,116.72,0
2023-02-04,Footwear,Boots,Alyssa Day,North,Edward Burgess,4,165.78,663.12,1
2023-12-21,Clothing,Sweater,Keith Jennings,West,Heather Fields,3,95.66,286.98,0
2023-03-08,Footwear,Loafers,Joshua Perry,West,Carlos Ryan,4,73.62,294.48,0
2023-12-27,Clothing,Sweater,Sandra Aguilar,East,Edward Burgess,3,47.63,142.89,0
2023-03-12,Footwear,Sandals,John Daniel,West,Carlos Ryan,2,163.88,327.76,0
2023-04-08,Footwear,Loafers,Briana Murray,North,Dawn Summers,1,168.87,168.87,0
2023-02-16,Clothing,Jeans,Barbara Dudley,North,Heather Fields,2,83.49,166.98,0
2023-12-14,Accessories,Belt,Amber Kidd,South,Tanner Mitchell DDS,3,131.25,393.75,0
2023-10-04,Accessories,Sunglasses,Mike Allen,South,Heather Fields,2,70.65,141.3,0
2023-03-05,Footwear,Sneakers,Jeremy Reed,East,Tanner Mitchell DDS,4,121.48,485.92,0
2023-06-30,Accessories,Sunglasses,Christopher Bass,East,Maria Parker,1,78.87,78.87,0
2023-08-02,Accessories,Bag,Megan Young,North,Tanner Mitchell DDS,2,78.72,157.44,0
2023-07-20,Footwear,Loafers,Dr. William Warren,South,Sara Fuller,3,33.0,99.0,0
2023-11-05,Clothing,Jacket,Lisa Jackson,South,Kiara Mcintyre,1,92.83,92.83,0
2023-05-28,Clothing,Jeans,Daniel Salinas,East,Megan Le,2,160.77,321.54,0
2023-05-04,Accessories,Watch,David Douglas Jr.,South,Tanner Mitchell DDS,2,97.59,195.18,0
2023-01-28,Accessories,Sunglasses,Paul Castaneda,East,Kevin Oconnor,3,146.55,439.65,0
2023-02-03,Accessories,Belt,Mike Allen,South,Tanner Mitchell DDS,2,126.9,253.8,0
2024-03-28,Footwear,Sandals,Deborah Figueroa,North,Kevin Oconnor,2,177.8,355.6,0
2023-09-07,Footwear,Sandals,Gina Moore,South,Dawn Summers,3,60.35,181.05,0
2024-01-13,Clothing,Jeans,Diane Evans,West,Tanner Mitchell DDS,2,124.3,248.6,0
2023-01-13,Clothing,Jacket,David Alvarez,East,Tanner Mitchell DDS,2,100.66,201.32,0
2024-02-08,Clothing,T-shirt,Lisa Hensley,North,Dawn Summers,2,27.07,54.14,0
2023-08-28,Footwear,Sneakers,Elaine Brooks,South,Megan Le,2,19.82,39.64,0
2023-12-13,Footwear,Boots,Tracy House,West,Carlos Ryan,2,10.22,20.44,0
2023-11-19,Accessories,Bag,Isaiah Avila,East,Edward Burgess,4,146.36,585.44,1
2023-06-25,Footwear,Loafers,Joseph Coleman,West,Heather Fields,4,106.13,424.52,0
2023-03-07,Footwear,Sandals,Brandon Bailey MD,East,Sara Fuller,2,113.25,226.5,0
2023-06-14,Footwear,Sneakers,Stephanie Salazar,North,Carlos Ryan,3,180.58,541.74,0
2023-04-03,Footwear,Loafers,Bailey Duran DDS,East,Heather Fields,2,12.78,25.56,0
2023-12-16,Clothing,Sweater,Shannon Walker,South,Dawn Summers,1,15.66,15.66,0
2023-11-07,Footwear,Boots,Andrew Reynolds,South,Tanner Mitchell DDS,4,189.5,758.0,0
2023-02-05,Footwear,Sneakers,Jessica Holmes,East,Sara Fuller,1,159.37,159.37,0
2024-03-01,Clothing,Jeans,Stephanie Byrd,West,Tanner Mitchell DDS,2,46.17,92.34,0
2023-03-22,Footwear,Sandals,Denise Davenport,East,Megan Le,1,181.98,181.98,0
2024-02-20,Footwear,Loafers,Aaron Wise,North,Sara Fuller,2,152.37,304.74,0
2024-03-01,Clothing,Sweater,Ethan Adams,West,Sara Fuller,3,47.97,143.91,0
2023-02-27,Accessories,Watch,Sarah Moore,East,Carlos Ryan,1,127.4,127.4,0
2023-11-03,Clothing,Sweater,Dr. Hannah Patterson,West,Kevin Oconnor,3,58.77,176.31,0
2023-12-08,Clothing,Jacket,Denise Jacobs,North,Heather Fields,2,79.56,159.12,0
2023-08-04,Accessories,Bag,Matthew Mcmillan,West,Tanner Mitchell DDS,3,130.45,391.35,0
2024-03-14,Accessories,Belt,Philip Cannon,North,Tanner Mitchell DDS,2,44.39,88.78,0
2024-01-03,Footwear,Sandals,Deborah Figueroa,East,Edward Burgess,4,39.47,157.88,0
2024-03-24,Clothing,Dress,Robert Potter,East,Maria Parker,4,177.48,709.92,0
2023-04-18,Clothing,Sweater,Julie Alexander,North,Dawn Summers,4,163.02,652.08,0
2023-05-10,Clothing,Jeans,Daniel Wagner,West,Tanner Mitchell DDS,2,151.36,302.72,0
2023-11-19,Clothing,Jeans,Kirk Carter,South,Edward Burgess,1,46.32,46.32,0
2023-06-13,Clothing,Dress,Katie Suarez,West,Tanner Mitchell DDS,4,18.53,74.12,0
2023-10-07,Footwear,Loafers,Shannon Jones,South,Tanner Mitchell DDS,4,133.7,534.8,0
2023-04-07,Accessories,Belt,Shannon Walker,North,Tanner Mitchell DDS,4,80.06,320.24,0
2023-01-23,Accessories,Watch,Rebecca Henderson,South,Edward Burgess,4,139.52,558.08,0
2023-11-21,Clothing,Jacket,Diane Evans,West,Edward Burgess,2,74.99,149.98,0
2023-08-17,Footwear,Sandals,Bryan Herrera,West,Kevin Oconnor,1,193.48,193.48,0
2023-03-03,Footwear,Boots,Shelia Wallace,West,Maria Parker,4,60.86,243.44,0
2023-12-01,Clothing,Jeans,Kathy Rivas,West,Maria Parker,1,105.19,105.19,0
2023-11-23,Clothing,Jeans,John Whitehead,West,Maria Parker,1,51.45,51.45,0
2023-07-01,Accessories,Sunglasses,Jasmin Alvarado,North,Maria Parker,3,158.08,474.24,0
2023-06-21,Footwear,Loafers,Rebecca Valencia,North,Kevin Oconnor,1,120.79,120.79,0
2023-08-27,Footwear,Loafers,Richard Henson,North,Kevin Oconnor,4,158.9,635.6,0
2024-02-23,Accessories,Belt,Michael Lewis,West,Carlos Ryan,2,36.86,73.72,0
2023-10-19,Accessories,Sunglasses,Ashley Barton,East,Dawn Summers,4,40.6,162.4,1
2023-10-24,Footwear,Sandals,Christopher Smith,North,Tanner Mitchell DDS,1,195.57,195.57,0
2024-02-07,Accessories,Bag,Julia Torres,East,Carlos Ryan,2,155.05,310.1,0
2023-03-20,Clothing,Sweater,Elizabeth Perkins,East,Maria Parker,3,22.29,66.87,0
2023-11-23,Clothing,T-shirt,Cristian Santos,South,Dawn Summers,1,30.98,30.98,0
2023-04-05,Clothing,Jacket,Shane Henderson,East,Maria Parker,4,110.36,441.44,0
2023-06-30,Footwear,Sandals,Cameron Parker,South,Carlos Ryan,3,53.71,161.13,0
2023-04-28,Footwear,Loafers,Denise Mccann,East,Tanner Mitchell DDS,2,83.58,167.16,0
2023-02-05,Footwear,Boots,Bailey Duran DDS,South,Maria Parker,4,111.66,446.64,0
2023-01-30,Clothing,Sweater,Matthew Moon,North,Tanner Mitchell DDS,4,36.11,144.44,0
2023-04-23,Footwear,Boots,Brian Rodriguez,South,Dawn Summers,4,195.4,781.6,0
2023-03-04,Clothing,Sweater,Rebecca Valencia,South,Kevin Oconnor,3,105.87,317.61,0
2023-06-09,Accessories,Bag,Steve Sanchez,East,Megan Le,1,198.09,198.09,0
2023-01-17,Clothing,Jacket,David Smith,South,Edward Burgess,3,113.9,341.7,0
2023-10-13,Footwear,Sneakers,Kathryn Snyder,East,Edward Burgess,2,16.31,32.62,0
2023-04-12,Accessories,Watch,Nathan Malone,South,Carlos Ryan,4,163.19,652.76,0
2023-12-04,Accessories,Belt,Kristen Davis,West,Edward Burgess,4,93.38,373.52,1
2023-12-18,Accessories,Watch,Judy Baker,South,Carlos Ryan,4,138.09,552.36,0
2023-06-09,Footwear,Loafers,Courtney Mills,West,Edward Burgess,4,37.91,151.64,0
2023-11-08,Footwear,Boots,Courtney Mills,East,Tanner Mitchell DDS,2,158.36,316.72,0
2023-04-18,Accessories,Sunglasses,Denise Davenport,East,Megan Le,3,71.02,213.06,0
2024-01-09,Clothing,Sweater,Alyssa Day,South,Kevin Oconnor,1,11.24,11.24,0
2023-06-21,Accessories,Sunglasses,Zachary Ferrell,West,Dawn Summers,3,28.79,86.37,0
2024-02-10,Clothing,Dress,John Bishop,South,Dawn Summers,2,187.97,375.94,0
2023-04-18,Clothing,Jacket,Lori Guerrero,West,Megan Le,1,22.33,22.33,0
2023-05-06,Accessories,Belt,Denise Mccann,South,Kiara Mcintyre,4,105.35,421.4,0
2023-08-31,Clothing,Jacket,Yvonne Chambers,South,Megan Le,1,22.81,22.81,0
2024-02-04,Accessories,Bag,Megan Orr,West,Maria Parker,4,81.75,327.0,1
2023-08-02,Footwear,Sneakers,Tommy Walter,North,Kevin Oconnor,3,197.25,591.75,0
2023-06-02,Accessories,Sunglasses,Angelica Tucker,North,Kiara Mcintyre,1,29.53,29.53,0
2023-07-13,Accessories,Sunglasses,Shirley Suarez,West,Kiara Mcintyre,4,83.81,335.24,0
2024-01-23,Accessories,Sunglasses,Shirley Suarez,East,Maria Parker,4,48.47,193.88,0
2023-11-06,Footwear,Sneakers,Erin Edwards,East,Dawn Summers,2,141.17,282.34,0
2023-02-12,Accessories,Sunglasses,John Anderson,North,Edward Burgess,3,127.1,381.3,0
2023-04-28,Accessories,Belt,Angel Perry,South,Tanner Mitchell DDS,2,38.25,76.5,0
2023-12-23,Accessories,Bag,Danny Morgan,South,Kiara Mcintyre,3,77.57,232.71,0
2023-10-06,Clothing,T-shirt,Elizabeth Perkins,South,Dawn Summers,1,171.6,171.6,1
2023-05-18,Footwear,Loafers,Amber Obrien,South,Heather Fields,4,26.28,105.12,0
2023-11-27,Clothing,Dress,Tanya Kim,South,Dawn Summers,4,20.33,81.32,0
2023-11-20,Accessories,Watch,John Pierce,South,Megan Le,2,163.74,327.48,0
2024-02-14,Clothing,T-shirt,Spencer Haynes,North,Sara Fuller,3,101.09,303.27,1
2023-09-14,Footwear,Boots,Brian Ramirez,South,Tanner Mitchell DDS,4,177.27,709.08,0
2023-05-04,Accessories,Watch,Jonathan Peterson,South,Megan Le,4,24.58,98.32,0
2023-02-07,Clothing,Jeans,Elizabeth Perkins,North,Sara Fuller,2,120.61,241.22,0
2023-05-30,Clothing,Sweater,Shelia Wallace,North,Megan Le,4,42.82,171.28,0
2023-03-27,Footwear,Sneakers,Christina Walters,North,Sara Fuller,2,181.43,362.86,0
2023-10-09,Accessories,Sunglasses,Frank Cordova,North,Megan Le,1,113.59,113.59,0
2024-03-02,Clothing,Jeans,Lawrence Adkins,North,Dawn Summers,2,87.32,174.64,0
2024-03-10,Clothing,T-shirt,Laura Roberts,East,Carlos Ryan,3,187.2,561.6,0
2023-07-24,Accessories,Watch,Daniel Wagner,North,Tanner Mitchell DDS,4,142.94,571.76,0
2023-12-02,Accessories,Watch,David Davis,East,Edward Burgess,4,169.31,677.24,0
2024-03-07,Clothing,Jeans,David Wright,South,Maria Parker,2,46.14,92.28,0
2023-05-12,Clothing,Sweater,Krista Gibson,East,Heather Fields,3,177.94,533.82,0
2023-02-07,Footwear,Sandals,Tanya Kim,West,Maria Parker,4,145.34,581.36,0
2023-11-13,Clothing,T-shirt,Sara Johnston,West,Tanner Mitchell DDS,1,182.19,182.19,1
2023-01-06,Clothing,Dress,Brittney Phillips,South,Kiara Mcintyre,1,103.67,103.67,0
2023-01-17,Footwear,Sneakers,Tommy Walter,South,Dawn Summers,3,190.19,570.57,0
2023-12-03,Accessories,Watch,Nathan Malone,East,Sara Fuller,4,124.34,497.36,0
2023-11-18,Accessories,Watch,Brian Rodriguez,South,Sara Fuller,2,198.76,397.52,0
2023-02-27,Footwear,Sneakers,Lisa Hensley,South,Kevin Oconnor,2,127.88,255.76,0
2023-04-02,Footwear,Sneakers,Nathan Malone,South,Sara Fuller,1,172.83,172.83,0
2023-12-16,Accessories,Belt,Anna Henderson,West,Carlos Ryan,3,138.46,415.38,0
2023-03-24,Footwear,Boots,Patty Perez,North,Megan Le,2,149.45,298.9,1
2023-04-23,Clothing,T-shirt,Theresa Clark,East,Carlos Ryan,4,156.4,625.6,0
2024-01-07,Footwear,Boots,Jasmin Alvarado,South,Sara Fuller,4,141.24,564.96,1
2024-03-31,Footwear,Loafers,Michele Williams,North,Heather Fields,1,143.87,143.87,0
2023-07-25,Footwear,Sneakers,Richard Aguirre,West,Edward Burgess,2,26.81,53.62,0
2024-02-11,Accessories,Sunglasses,William Baker,North,Dawn Summers,4,176.94,707.76,0
2023-04-02,Footwear,Sneakers,Jamie Walton,West,Sara Fuller,3,158.95,476.85,0
2024-03-23,Footwear,Boots,Jeremy Dalton,South,Carlos Ryan,3,180.52,541.56,0
2024-02-04,Clothing,Jeans,Christopher Bass,East,Tanner Mitchell DDS,1,30.69,30.69,0
2023-02-12,Footwear,Sandals,Sharon Cherry,East,Tanner Mitchell DDS,4,95.17,380.68,0
2023-12-11,Clothing,Jacket,Cameron Parker,East,Heather Fields,2,22.76,45.52,0
2024-02-04,Clothing,T-shirt,Alex Hernandez,West,Tanner Mitchell DDS,4,54.68,218.72,0
2023-06-15,Footwear,Sneakers,Jasmin Alvarado,East,Maria Parker,4,149.13,596.52,0
2023-03-25,Accessories,Belt,Denise Mccann,West,Carlos Ryan,1,174.88,174.88,0
2023-02-01,Clothing,Dress,Denise Davenport,West,Maria Parker,3,78.86,236.58,0
2023-08-20,Accessories,Sunglasses,Judy Baker,South,Tanner Mitchell DDS,1,57.63,57.63,0
2023-01-13,Accessories,Sunglasses,Ricky Davis II,East,Maria Parker,2,40.18,80.36,0
2024-03-01,Clothing,Jacket,Desiree Tyler,East,Sara Fuller,4,15.62,62.48,0
2023-06-17,Accessories,Watch,Anthony Humphrey,South,Carlos Ryan,1,169.3,169.3,0
2023-08-15,Clothing,Dress,Kirk Carter,South,Sara Fuller,3,42.15,126.45,0
2023-10-08,Clothing,Sweater,Michele Williams,South,Heather Fields,1,106.34,106.34,0
2023-03-08,Clothing,Jacket,Michael Lewis,South,Heather Fields,4,150.19,600.76,0
2023-02-02,Clothing,Jacket,Dylan Miller,South,Edward Burgess,3,90.12,270.36,0
2024-03-11,Footwear,Sneakers,Cassandra Gaines,North,Dawn Summers,3,79.95,239.85,0
2023-07-06,Clothing,Jeans,Michelle Brown,West,Tanner Mitchell DDS,1,80.09,80.09,0
2023-06-11,Clothing,T-shirt,Andrew Avila,West,Maria Parker,3,167.79,503.37,0
2024-02-15,Clothing,T-shirt,Kathryn Snyder,West,Tanner Mitchell DDS,3,190.63,571.89,0
2023-05-20,Accessories,Belt,Benjamin Smith,West,Dawn Summers,4,57.43,229.72,1
2023-09-19,Accessories,Sunglasses,Stephen Mckee,South,Heather Fields,1,198.05,198.05,0
2024-02-07,Footwear,Sneakers,Lori Guerrero,North,Dawn Summers,4,143.11,572.44,1
2023-06-07,Accessories,Belt,Shannon James,South,Heather Fields,3,130.48,391.44,0
2023-10-05,Accessories,Watch,John Young,North,Tanner Mitchell DDS,3,97.59,292.77,0
2023-02-21,Footwear,Sandals,Dr. William Warren,West,Carlos Ryan,1,131.52,131.52,0
2023-08-26,Footwear,Loafers,Sherri Baker,East,Dawn Summers,2,95.92,191.84,0
2023-03-08,Footwear,Loafers,Dylan Miller,West,Heather Fields,2,102.82,205.64,0
2023-01-20,Accessories,Bag,Joshua Blair,West,Carlos Ryan,2,119.28,238.56,0
2023-06-06,Footwear,Sneakers,Frank Cordova,North,Carlos Ryan,2,29.91,59.82,1
2023-03-08,Clothing,Jeans,Stephanie Williams,East,Tanner Mitchell DDS,4,18.73,74.92,0
2023-12-27,Footwear,Boots,Joshua Perry,South,Carlos Ryan,3,76.04,228.12,1
2023-08-14,Footwear,Boots,John Anderson,South,Sara Fuller,1,63.58,63.58,0
2023-01-31,Accessories,Belt,Christina Walters,East,Kiara Mcintyre,2,168.67,337.34,0
2023-09-26,Accessories,Sunglasses,Larry Dixon,West,Kevin Oconnor,2,197.84,395.68,0
2023-03-31,Footwear,Boots,Deborah Figueroa,East,Sara Fuller,4,25.4,101.6,1
2023-12-25,Footwear,Sneakers,Paul Jones,North,Maria Parker,3,182.42,547.26,0
2024-02-22,Accessories,Bag,Ryan Gonzalez,West,Kiara Mcintyre,1,198.17,198.17,0
2023-12-07,Footwear,Boots,Jasmin Alvarado,West,Maria Parker,4,112.22,448.88,0
2023-05-27,Accessories,Belt,Robert Potter,West,Megan Le,3,107.74,323.22,0
2023-05-08,Accessories,Bag,Jeffrey Johnson,East,Edward Burgess,1,113.16,113.16,0
2023-03-09,Accessories,Bag,Brittany Farmer,West,Kiara Mcintyre,1,31.94,31.94,0
2023-12-05,Footwear,Loafers,Daniel Baker,West,Megan Le,4,122.09,488.36,0
2023-05-08,Footwear,Boots,Larry Dixon,North,Maria Parker,2,129.04,258.08,0
2023-07-19,Accessories,Bag,Zachary Hicks,West,Heather Fields,2,99.98,199.96,0
2023-08-06,Clothing,Jeans,David Alvarez,North,Tanner Mitchell DDS,2,32.59,65.18,0
2023-05-15,Accessories,Bag,Shane Henderson,West,Kevin Oconnor,4,190.52,762.08,0
2023-12-20,Clothing,Jacket,Alex Hernandez,West,Megan Le,1,143.48,143.48,0
2023-04-19,Footwear,Boots,Jasmin Alvarado,West,Kiara Mcintyre,2,21.36,42.72,0
2023-04-04,Clothing,Jeans,Jonathan Peterson,North,Carlos Ryan,2,78.37,156.74,0
2023-05-26,Footwear,Sandals,Jonathan Peterson,North,Kevin Oconnor,2,199.76,399.52,1
2024-01-14,Accessories,Belt,Richard Henson,East,Maria Parker,1,131.93,131.93,0
2023-03-17,Clothing,T-shirt,Mark Perez,East,Carlos Ryan,4,107.96,431.84,0
2023-05-16,Accessories,Belt,David Wright,East,Dawn Summers,2,157.17,314.34,0
2023-09-02,Accessories,Belt,Daniel Baker,East,Heather Fields,4,39.03,156.12,0
2023-04-02,Accessories,Belt,Angelica Keith,North,Sara Fuller,1,177.2,177.2,0
2023-07-07,Clothing,Jeans,Timothy Duncan,West,Heather Fields,3,198.01,594.03,0
2023-05-20,Footwear,Boots,Cameron Fisher,East,Edward Burgess,3,111.91,335.73,0
2023-04-02,Accessories,Sunglasses,Lisa Archer,West,Maria Parker,4,66.04,264.16,0
2024-01-08,Clothing,Jacket,Sharon Cochran,West,Dawn Summers,3,56.15,168.45,0
2023-07-11,Accessories,Watch,Lindsay Martinez,North,Sara Fuller,4,36.01,144.04,0
2023-02-01,Footwear,Sandals,Gerald Hensley,East,Maria Parker,2,169.33,338.66,0
2023-11-30,Clothing,Sweater,Julia Torres,West,Maria Parker,3,107.7,323.1,0
2024-03-28,Accessories,Bag,Larry Dixon,East,Tanner Mitchell DDS,1,112.87,112.87,0
2023-08-27,Accessories,Bag,Daniel Kennedy,South,Kevin Oconnor,1,88.34,88.34,0
